0.000000,0.000000
0.100000,0.042000
0.200000,0.084000
0.300000,0.126000
0.400000,0.168000
0.500000,0.210000
0.600000,0.252000
0.700000,0.294000
0.800000,0.336000
0.900000,0.378000
1.000000,0.420000
1.100000,0.462000
1.200000,0.504000
1.300000,0.546000
1.400000,0.588000
1.500000,0.630000
1.600000,0.672000
1.700000,0.714000
1.800000,0.756000
1.900000,0.798000
2.000000,0.840000
2.100000,0.882000
2.200000,0.924000
2.300000,0.966000
2.400000,1.008000
2.500000,1.050000
2.600000,1.012000
2.700000,0.974000
2.800000,0.936000
2.900000,0.898000
3.000000,0.860000
3.100000,0.822000
3.200000,0.784000
3.300000,0.746000
3.400000,0.708000
3.500000,0.670000
3.600000,0.632000
3.700000,0.594000
3.800000,0.556000
3.900000,0.518000
4.000000,0.480000
4.100000,0.442000
4.200000,0.404000
4.300000,0.366000
4.400000,0.328000
4.500000,0.290000
4.600000,0.252000
4.700000,0.214000
4.800000,0.176000
4.900000,0.138000
5.000000,0.100000
5.100000,0.142000
5.200000,0.184000
5.300000,0.226000
5.400000,0.268000
5.500000,0.310000
5.600000,0.352000
5.700000,0.394000
5.800000,0.436000
5.900000,0.478000
6.000000,0.520000
6.100000,0.562000
6.200000,0.604000
6.300000,0.646000
6.400000,0.688000
6.500000,0.730000
6.600000,0.772000
6.700000,0.814000
6.800000,0.856000
6.900000,0.898000
7.000000,0.940000
7.100000,0.982000
7.200000,1.024000
7.300000,1.066000
7.400000,1.108000
7.500000,1.150000
7.600000,1.112000
7.700000,1.074000
7.800000,1.036000
7.900000,0.998000
8.000000,0.960000
8.100000,0.922000
8.200000,0.884000
8.300000,0.846000
8.400000,0.808000
8.500000,0.770000
8.600000,0.732000
8.700000,0.694000
8.800000,0.656000
8.900000,0.618000
9.000000,0.580000
9.100000,0.542000
9.200000,0.504000
9.300000,0.466000
9.400000,0.428000
9.500000,0.390000
9.600000,0.352000
9.700000,0.314000
9.800000,0.276000
9.900000,0.238000
10.000000,0.200000
10.100000,0.242000
10.200000,0.284000
10.300000,0.326000
10.400000,0.368000
10.500000,0.410000
10.600000,0.452000
10.700000,0.494000
10.800000,0.536000
10.900000,0.578000
11.000000,0.620000
11.100000,0.662000
11.200000,0.704000
11.300000,0.746000
11.400000,0.788000
11.500000,0.830000
11.600000,0.872000
11.700000,0.914000
11.800000,0.956000
11.900000,0.998000
12.000000,1.040000
12.100000,1.082000
12.200000,1.124000
12.300000,1.166000
12.400000,1.208000
12.500000,1.250000
12.600000,1.212000
12.700000,1.174000
12.800000,1.136000
12.900000,1.098000
13.000000,1.060000
13.100000,1.022000
13.200000,0.984000
13.300000,0.946000
13.400000,0.908000
13.500000,0.870000
13.600000,0.832000
13.700000,0.794000
13.800000,0.756000
13.900000,0.718000
14.000000,0.680000
14.100000,0.642000
14.200000,0.604000
14.300000,0.566000
14.400000,0.528000
14.500000,0.490000
14.600000,0.452000
14.700000,0.414000
14.800000,0.376000
14.900000,0.338000
15.000000,0.300000
15.100000,0.342000
15.200000,0.384000
15.300000,0.426000
15.400000,0.468000
15.500000,0.510000
15.600000,0.552000
15.700000,0.594000
15.800000,0.636000
15.900000,0.678000
16.000000,0.720000
16.100000,0.762000
16.200000,0.804000
16.300000,0.846000
16.400000,0.888000
16.500000,0.930000
16.600000,0.972000
16.700000,1.014000
16.800000,1.056000
16.900000,1.098000
17.000000,1.140000
17.100000,1.182000
17.200000,1.224000
17.300000,1.266000
17.400000,1.308000
17.500000,1.350000
17.600000,1.312000
17.700000,1.274000
17.800000,1.236000
17.900000,1.198000
18.000000,1.160000
18.100000,1.122000
18.200000,1.084000
18.300000,1.046000
18.400000,1.008000
18.500000,0.970000
18.600000,0.932000
18.700000,0.894000
18.800000,0.856000
18.900000,0.818000
19.000000,0.780000
19.100000,0.742000
19.200000,0.704000
19.300000,0.666000
19.400000,0.628000
19.500000,0.590000
19.600000,0.552000
19.700000,0.514000
19.800000,0.476000
19.900000,0.438000
20.000000,0.400000
20.100000,0.442000
20.200000,0.484000
20.300000,0.526000
20.400000,0.568000
20.500000,0.610000
20.600000,0.652000
20.700000,0.694000
20.800000,0.736000
20.900000,0.778000
21.000000,0.820000
21.100000,0.862000
21.200000,0.904000
21.300000,0.946000
21.400000,0.988000
21.500000,1.030000
21.600000,1.072000
21.700000,1.114000
21.800000,1.156000
21.900000,1.198000
22.000000,1.240000
22.100000,1.282000
22.200000,1.324000
22.300000,1.366000
22.400000,1.408000
22.500000,1.450000
22.600000,1.412000
22.700000,1.374000
22.800000,1.336000
22.900000,1.298000
23.000000,1.260000
23.100000,1.222000
23.200000,1.184000
23.300000,1.146000
23.400000,1.108000
23.500000,1.070000
23.600000,1.032000
23.700000,0.994000
23.800000,0.956000
23.900000,0.918000
24.000000,0.880000
24.100000,0.842000
24.200000,0.804000
24.300000,0.766000
24.400000,0.728000
24.500000,0.690000
24.600000,0.652000
24.700000,0.614000
24.800000,0.576000
24.900000,0.538000
25.000000,0.500000
25.100000,0.542000
25.200000,0.584000
25.300000,0.626000
25.400000,0.668000
25.500000,0.710000
25.600000,0.752000
25.700000,0.794000
25.800000,0.836000
25.900000,0.878000
26.000000,0.920000
26.100000,0.962000
26.200000,1.004000
26.300000,1.046000
26.400000,1.088000
26.500000,1.130000
26.600000,1.172000
26.700000,1.214000
26.800000,1.256000
26.900000,1.298000
27.000000,1.340000
27.100000,1.382000
27.200000,1.424000
27.300000,1.466000
27.400000,1.508000
27.500000,1.550000
27.600000,1.512000
27.700000,1.474000
27.800000,1.436000
27.900000,1.398000
28.000000,1.360000
28.100000,1.322000
28.200000,1.284000
28.300000,1.246000
28.400000,1.208000
28.500000,1.170000
28.600000,1.132000
28.700000,1.094000
28.800000,1.056000
28.900000,1.018000
29.000000,0.980000
29.100000,0.942000
29.200000,0.904000
29.300000,0.866000
29.400000,0.828000
29.500000,0.790000
29.600000,0.752000
29.700000,0.714000
29.800000,0.676000
29.900000,0.638000
30.000000,0.600000
30.100000,0.642000
30.200000,0.684000
30.300000,0.726000
30.400000,0.768000
30.500000,0.810000
30.600000,0.852000
30.700000,0.894000
30.800000,0.936000
30.900000,0.978000
31.000000,1.020000
31.100000,1.062000
